;cod_proc;num_tramite;denom
4312;1119.0;51.0;Resolución denegatoria
4313;148.0;51.0;Resolución denegatoria por incumplimiento requisitos
4314;149.0;51.0;Resolución denegatoria por incumplimiento requisitos
4315;212.0;51.0;Resolución denegatoria por incumplimiento requisitos
4316;432.0;51.0;Resolución denegatoria por incumplimiento requisitos
4317;473.0;51.0;Resolución denegatoria por incumplimiento requisitos
4318;1080.0;51.0;Resolución denegatoria por incumplimiento requisitos
4319;52.0;51.0;Resolución desestimatoria
4320;316.0;51.0;Resolución desestimatoria por incumplimiento de requisitos
4321;514.0;51.0;Resolución desestimatoria por incumplimiento de requisitos
4322;294.0;51.0;Resolución desfavorable
4323;485.0;51.0;Resolucion de Exclusion no Presentado
4324;1081.0;51.0;Resolucion denegatoria por falta de presupuesto
4325;543.0;51.0;Resolucion desestimatoria falta de presupuesto
4326;468.0;51.0;Resolucion desestimatoria falta de presupuesto
4327;49.0;51.0;Resolución Denegatoria Falta de Presupuesto
4328;871.0;51.0;Resolución Denegatoria por Agotamiento de Presupuesto
4329;140.0;51.0;Resolución Denegatoria por Falta de Presupuesto
4330;1014.0;51.0;Resolución Desestimatoria Falta de Presupuesto
4331;617.0;51.0;Resolución Inadmisión a trámite - Fuera de Plazo
4332;373.0;51.0;Resolución Inadmisión a trámite - Fuera de Plazo
4333;645.0;51.0;Resolución de Inadmisión a trámite Fuera de Plazo
4334;194.0;51.0;Resolución denegatoria expedición de prórroga del certificado
4335;1131.0;51.0;Resolución denegatoria parcial
4336;531.0;51.0;Resolución denegatoria por falta de presupuesto
4337;188.0;51.0;Resolución denegatoria por falta de presupuesto
4338;269.0;51.0;Resolución denegatoria por falta de presupuesto
4339;817.0;51.0;Resolución denegatoria por falta de presupuesto
4340;979.0;51.0;Resolución denegatoria por falta de presupuesto
4341;845.0;51.0;Resolución desestimatoria - Insuficiencia Credito
4342;518.0;51.0;Resolución desestimatoria falta de presupuesto
4343;512.0;51.0;Resolución no seleccionado premio
4344;368.0;51.0;Resolucion de Exclusion no Coincide
4345;934.0;51.0;Resolución Desestimatoria Mod. Concesión
4346;882.0;51.0;Resolución Desestimatoria Mod. Concesión
4347;521.0;51.0;Resolución Desistimatoria Incumplimiento Perdida Total  (abono)
4348;171.0;51.0;Resolución Desestimatoria - Falta de presupuesto
4349;263.0;51.0;Resolución Desestimatoria - Falta de presupuesto
4350;882.0;51.0;Resolución Desestimatoria Incumplimiento Requisitos - Recurso Alzada
4351;1027.0;51.0;Resolución Desistimatoria Incumplimiento Perdida Total  (abono)
4352;413.0;51.0;Resolución Desestimatoria - Incumplimiento de Requisitos (abono)
4353;171.0;51.0;Resolución Desestimatoria - Incumplimiento de Requisitos (abono)
4354;414.0;51.0;Resolución Inadmisión a trámite - No Ayuda Principal
4355;521.0;51.0;Resolución Desistimiento - Falta Documentación
4356;618.0;51.0;Resolución de Pérdida de Subvención
4357;373.0;51.0;Resolución de Pérdida de Subvención
4358;618.0;51.0;Resolución Pérdida Derecho Cobro - Falta Documentación 
4359;372.0;51.0;Resolución Inadmisión a trámite - No objeto
4360;469.0;51.0;Resolución Inadmisión a trámite - No objeto
4361;645.0;51.0;Resolución Pérdida Derecho Cobro - Falta Documentación 
4362;645.0;51.0;Resolución de Inadmisión a trámite No objeto
4363;848.0;52.0;Resolucion Aceptación Desistimiento
4364;279.0;52.0;Resolucion Desistimiento
4365;824.0;52.0;Resolucion Desistimiento
4366;910.0;52.0;Resolucion Desistimiento
4367;605.0;52.0;Resolucion de desistimiento
4368;1008.0;52.0;Resolucion de desistimiento
4369;248.0;52.0;Resolución Desestimiento
4370;238.0;52.0;Resolución Desistimiento
4371;326.0;52.0;Resolución Desistimiento
4372;2.0;52.0;Resolución Desistimiento
4373;189.0;52.0;Resolución Desistimiento
4374;206.0;52.0;Resolución Desistimiento
4375;247.0;52.0;Resolución Desistimiento
4376;272.0;52.0;Resolución Desistimiento
4377;643.0;52.0;Resolución Desistimiento
4378;1015.0;52.0;Resolución Desistimiento
4379;59.0;52.0;Resolución Desistimiento
4380;594.0;52.0;Resolución Desistimiento
4381;130.0;52.0;Resolución Desistimiento
4382;202.0;52.0;Resolución Desistimiento
4383;309.0;52.0;Resolución Desistimiento
4384;520.0;52.0;Resolución Desistimiento Requerimiento Documentación
4385;847.0;52.0;Resolución de Archivo
4386;814.0;52.0;Resolución de Desistimiento
4387;1187.0;52.0;Resolución de Desistimiento
4388;187.0;52.0;Resolución de Desistimiento
4389;244.0;52.0;Resolución de Desistimiento
4390;255.0;52.0;Resolución de Desistimiento
4391;256.0;52.0;Resolución de Desistimiento
4392;260.0;52.0;Resolución de Desistimiento
4393;302.0;52.0;Resolución de Desistimiento
4394;306.0;52.0;Resolución de Desistimiento
4395;344.0;52.0;Resolución de Desistimiento
4396;350.0;52.0;Resolución de Desistimiento
4397;444.0;52.0;Resolución de Desistimiento
4398;446.0;52.0;Resolución de Desistimiento
4399;479.0;52.0;Resolución de Desistimiento
4400;522.0;52.0;Resolución de Desistimiento
4401;552.0;52.0;Resolución de Desistimiento
4402;571.0;52.0;Resolución de Desistimiento
4403;602.0;52.0;Resolución de Desistimiento
4404;657.0;52.0;Resolución de Desistimiento
4405;810.0;52.0;Resolución de Desistimiento
4406;812.0;52.0;Resolución de Desistimiento
4407;813.0;52.0;Resolución de Desistimiento
4408;829.0;52.0;Resolución de Desistimiento
4409;908.0;52.0;Resolución de Desistimiento
4410;928.0;52.0;Resolución de Desistimiento
4411;954.0;52.0;Resolución de Desistimiento
4412;988.0;52.0;Resolución de Desistimiento
4413;1011.0;52.0;Resolución de Desistimiento
4414;1040.0;52.0;Resolución de Desistimiento
4415;656.0;52.0;Resolución de Desistimiento Expreso
4416;573.0;52.0;Resolución de Desistimiento Expreso
4417;895.0;52.0;Resolución de Desistimiento Expreso
4418;973.0;52.0;Resolución de Desistimiento SSPP
4419;149.0;52.0;Resolución de desistimiento
4420;641.0;52.0;Resolución de desistimiento
4421;212.0;52.0;Resolución de desistimiento
4422;290.0;52.0;Resolución de desistimiento
4423;354.0;52.0;Resolución de desistimiento
4424;598.0;52.0;Resolución de desistimiento
4425;933.0;52.0;Resolución de desistimiento
4426;945.0;52.0;Resolución de desistimiento
4427;898.0;52.0;Resolución de desistimiento
4428;929.0;52.0;Resolución desistimiento
4429;384.0;52.0;Resolución desistimiento
4430;494.0;52.0;Resolución desistimiento
4431;497.0;52.0;Resolución desistimiento
4432;666.0;52.0;Resolución desistimiento
4433;670.0;52.0;Resolución desistimiento
4434;672.0;52.0;Resolución desistimiento
4435;674.0;52.0;Resolución desistimiento
4436;679.0;52.0;Resolución desistimiento
4437;685.0;52.0;Resolución desistimiento
4438;691.0;52.0;Resolución desistimiento
4439;699.0;52.0;Resolución desistimiento
4440;705.0;52.0;Resolución desistimiento
4441;706.0;52.0;Resolución desistimiento
4442;718.0;52.0;Resolución desistimiento
4443;719.0;52.0;Resolución desistimiento
4444;746.0;52.0;Resolución desistimiento
4445;765.0;52.0;Resolución desistimiento
4446;798.0;52.0;Resolución desistimiento
4447;194.0;52.0;Resolución desistimiento solicitud del certificado
4448;266.0;52.0;Resolución desistimiento/archivo solicitud de depósito de cuentas
4449;187.0;52.0;Aceptación de Desistimiento
4450;244.0;52.0;Aceptación de Desistimiento
4451;350.0;52.0;Aceptación de Desistimiento
4452;583.0;52.0;Aceptación de Desistimiento
4453;816.0;52.0;Aceptación de Desistimiento
4454;1079.0;52.0;Aceptación de Desistimiento
4455;898.0;52.0;Resolución de Aceptación de Renuncia/ Desistimiento
4456;168.0;52.0;Resolución de Desistimiento falta de Firma
4457;559.0;52.0;Resolución de aceptación de desistimiento
4458;948.0;52.0;Resolución de desistimiento por duplicidad
4459;470.0;53.0;Propuesta Resolución Aceptación de Renuncia
4460;614.0;53.0;Resolución Aceptación de Renuncia
4461;845.0;53.0;Resolución Aceptación de Renuncia
4462;596.0;53.0;Resolución aceptación de renuncia sin pago
4463;795.0;53.0;Resolución aceptación de renuncia sin pago
4464;410.0;53.0;Resolución de Renuncia
4465;124.0;53.0;Resolución de Renuncia
4466;186.0;53.0;Resolución de Renuncia
4467;424.0;53.0;Resolución de Renuncia
4468;445.0;53.0;Resolución de Renuncia
4469;524.0;53.0;Resolución de Renuncia
4470;608.0;53.0;Resolución de Renuncia
4471;856.0;53.0;Resolución de Renuncia
4472;908.0;53.0;Resolución de Renuncia
4473;1043.0;53.0;Resolución de Renuncia
4474;36.0;53.0;Resolución de aceptación de renuncia
4475;192.0;53.0;Resolución de aceptación de renuncia
4476;910.0;53.0;Resolución de renuncia
4477;639.0;53.0;Resolución de renuncia
4478;351.0;53.0;Resolución de renuncia sin pago
4479;887.0;53.0;Resolución de renuncia total
4480;415.0;53.0;Resolución Aceptación de Renuncia
4481;469.0;53.0;Resolución Aceptación de Renuncia
4482;169.0;53.0;Resolución aceptación de renuncia con pago previo
4483;213.0;53.0;Resolución aceptación de renuncia con pago previo sin intereses
4484;596.0;53.0;Resolución aceptación de renuncia con pago previo sin intereses
4485;269.0;53.0;Resolución de renuncia con pago (sin intereses)
4486;415.0;53.0;Resolución Aceptación de Renuncia al Abono
4487;645.0;53.0;Resolución Aceptación de Renuncia al Abono
4488;236.0;54.0;Resolución de Revocación de Resolución de Retirada Temporal o Cancelación
4489;262.0;55.0;Duplicidad de Expediente
4490;568.0;55.0;Duplicidad de Expediente
4491;555.0;55.0;Inadmisión de la solicitud
4492;997.0;55.0;Inadmisión de la solicitud
4493;116.0;55.0;Inadmisión por Duplicidad
4494;227.0;55.0;Inadmisión por duplicidad
4495;233.0;55.0;Inadmisión por duplicidad
4496;493.0;55.0;Inadmisión por duplicidad
4497;505.0;55.0;Inadmisión por duplicidad
4498;664.0;55.0;Inadmisión por duplicidad
4499;680.0;55.0;Inadmisión por duplicidad
4500;700.0;55.0;Inadmisión por duplicidad
4501;732.0;55.0;Inadmisión por duplicidad
4502;733.0;55.0;Inadmisión por duplicidad
4503;737.0;55.0;Inadmisión por duplicidad
4504;742.0;55.0;Inadmisión por duplicidad
4505;755.0;55.0;Inadmisión por duplicidad
4506;756.0;55.0;Inadmisión por duplicidad
4507;768.0;55.0;Inadmisión por duplicidad
4508;824.0;55.0;Resolucion Inadmision
4509;828.0;55.0;Resolucion de inadmision
4510;556.0;55.0;Resolución Inadmisión a trámite No Objeto
4511;911.0;55.0;Resolución de Inadmisión
4512;942.0;55.0;Resolución de Inadmisión
4513;1016.0;55.0;Resolución de Inadmisión
4514;347.0;55.0;Resolución de Inadmisión
4515;1096.0;55.0;Resolución de Inadmisión
4516;259.0;55.0;Resolución de Inadmisión
4517;326.0;55.0;Resolución de Inadmisión
4518;849.0;55.0;Resolución de Inadmisión
4519;1033.0;55.0;Resolución de Inadmisión
4520;978.0;55.0;Resolución de inadmisión
4521;63.0;55.0;Resolución de inadmisión
4522;267.0;55.0;Resolución de inadmisión
4523;354.0;55.0;Resolución de inadmisión
4524;390.0;55.0;Resolución de inadmisión
4525;408.0;55.0;Resolución de inadmisión
4526;418.0;55.0;Resolución de inadmisión
4527;447.0;55.0;Resolución de inadmisión
4528;448.0;55.0;Resolución de inadmisión
4529;519.0;55.0;Resolución de inadmisión
4530;525.0;55.0;Resolución de inadmisión
4531;528.0;55.0;Resolución de inadmisión
4532;570.0;55.0;Resolución de inadmisión
4533;577.0;55.0;Resolución de inadmisión
4534;614.0;55.0;Resolución de inadmisión
4535;796.0;55.0;Resolución de inadmisión
4536;825.0;55.0;Resolución de inadmisión
4537;1003.0;55.0;Resolución de inadmisión
4538;296.0;55.0;Resolución de inadmisión (por duplicidad)
4539;906.0;55.0;Resolución de inadmisión por duplicidad
4540;982.0;55.0;Resolución de inadmisión por duplicidad
4541;995.0;55.0;Resolución inadmisión
4542;1024.0;55.0;Diligencia de duplicidad de expediente
4543;230.0;55.0;Inadmisión por fuera de plazo
4544;234.0;55.0;Inadmisión por fuera de plazo
4545;382.0;55.0;Inadmisión por fuera de plazo
4546;383.0;55.0;Inadmisión por fuera de plazo
4547;493.0;55.0;Inadmisión por fuera de plazo
4548;495.0;55.0;Inadmisión por fuera de plazo
4549;506.0;55.0;Inadmisión por fuera de plazo
4550;692.0;55.0;Inadmisión por fuera de plazo
4551;697.0;55.0;Inadmisión por fuera de plazo
4552;738.0;55.0;Inadmisión por fuera de plazo
4553;742.0;55.0;Inadmisión por fuera de plazo
4554;769.0;55.0;Inadmisión por fuera de plazo
4555;573.0;55.0;Resolución de Inadmisión por Duplicidad
4556;620.0;55.0;Resolución de inadmisión solicitud duplicada
4557;942.0;55.0;Diligencia de Constancia de la ineficacia de la Resolución de desistimiento
4558;1180.0;55.0;Diligencia de Constancia de la ineficacia por NO aceptación de la Ayuda
4559;944.0;57.0;Resolución de archivo
4560;428.0;60.0;Modificación de Resolución
4561;1075.0;60.0;Modificación de Resolución
4562;1182.0;60.0;Modificación de Resolución
4563;370.0;60.0;Modificación de Resolución
4564;1015.0;60.0;Modificación de Resolución
4565;450.0;60.0;Modificación de Resolución
4566;1025.0;60.0;Modificación de Resolución
4567;320.0;60.0;Modificación de la Resolución Aprobatoria
4568;345.0;60.0;Resolución Favorable Modificación
4569;1007.0;60.0;Cambio de condiciones
4570;1203.0;61.0;Informe desfavorable de sustitución
4571;243.0;61.0;Resolución denegatoria con sustitución (no pagado)
4572;245.0;61.0;Resolución denegatoria con sustitución (no pagado)
4573;289.0;61.0;Resolución denegatoria con sustitución (no pagado)
4574;330.0;61.0;Resolución denegatoria con sustitución (no pagado)
4575;425.0;61.0;Resolución denegatoria con sustitución (no pagado)
4576;441.0;61.0;Resolución denegatoria con sustitución (no pagado)
4577;856.0;61.0;Resolución denegatoria con sustitución (no pagado)
4578;796.0;61.0;Resolución denegatoria de sustitución sin pago
4579;1203.0;61.0;Informe favorable de sustitución
4580;330.0;61.0;Resolución aprobatoria con sustitución (no pagado)
4581;441.0;61.0;Resolución aprobatoria con sustitución (no pagado)
4582;583.0;61.0;Resolución aprobatoria con sustitución (no pagado)
4583;855.0;61.0;Resolución aprobatoria con sustitución (no pagado)
4584;856.0;61.0;Resolución aprobatoria con sustitución (no pagado)
4585;84.0;61.0;Resolución aprobatoria de sustitución sin pago
4586;58.0;61.0;Resolución aprobatoria de sustitución
4587;187.0;61.0;Resolución aprobatoria de sustitución (ya pagado)
4588;328.0;61.0;Resolución aprobatoria de sustitución (ya pagado)
4589;394.0;61.0;Resolución aprobatoria de sustitución (ya pagado)
4590;473.0;61.0;Resolución aprobatoria de sustitución (ya pagado)
4591;328.0;62.0;Resolución denegatoria con subrogación (no pagado)
4592;525.0;62.0;Resolución denegatoria con subrogación (no pagado)
4593;1066.0;62.0;Resolución aprobatoria con subrogación (no pagado)
4594;243.0;62.0;Resolución aprobatoria con subrogación (no pagado)
4595;583.0;62.0;Resolución aprobatoria con subrogación (no pagado)
4596;991.0;62.0;Resolución aprobatoria con subrogación (no pagado)
4597;137.0;62.0;Resolución aprobatoria con subrogación sin pago
4598;164.0;62.0;Resolución aprobatoria con subrogación sin pago
4599;991.0;62.0;Resolución aprobatoria de subrogación (ya pagado)
4600;794.0;62.0;Resolución aprobatoria de subrogación (ya pagado)
4601;990.0;62.0;Resolución aprobatoria de subrogación (ya pagado)
4602;1066.0;62.0;Resolución aprobatoria de subrogación (ya pagado)
4603;1201.0;62.0;Resolución de admisión de subrogación
4604;52.0;62.0;Propuesta de denegación de abono trimestral (defecto de forma) Segundo abono
4605;52.0;62.0;Prop. de denegación de abono trimest. (fuera plazo) PRÓRROGA Segundo abono
4606;52.0;63.0;Resolución de denegación de abono trimestral (defecto de forma) Primer abono
4607;52.0;63.0;Resolución de denegación de abono trimestral (defecto de forma) Tercer abono
4608;52.0;63.0;Resolución de denegación de abono trimestral (defecto de forma) Cuarto abono
4609;52.0;63.0;Resolución de denegación de abono trimestral (defecto de forma) Quinto abono
4610;52.0;63.0;Resol. de denegación de abono trimest. (fuera plazo) PRÓRROGA Tercer abono
4611;52.0;63.0;Resol. de denegación de abono trimest. (defecto de forma) PRÓRROGA Segundo abono
4612;52.0;63.0;Resol. de denegación de abono trimest. (defecto de forma) PRÓRROGA Tercer abono
4613;52.0;63.0;Resol. de denegación de abono trimest. (defecto de forma) PRÓRROGA Cuarto abono
4614;52.0;65.0;Requerimiento de subsanación Cuarto abono
4615;52.0;65.0;Requerimiento de subsanación Tercer abono PRÓRROGA
4616;279.0;50.0;Resolución Concesión
4617;172.0;50.0;Resolución Estim. Sin Contrato
4618;882.0;50.0;Resolución Estimatoria
4619;976.0;50.0;Resolución Estimatoria
4620;1105.0;50.0;Resolución Estimatoria de Concesión
4621;170.0;50.0;Resolución Estimatoria de Concesión (Obra Terminada)
4622;407.0;50.0;Resolución Favorable
4623;346.0;50.0;Resolución Favorable
4624;924.0;50.0;Resolución Favorable
4625;2.0;50.0;Resolución Favorable
4626;406.0;50.0;Resolución Favorable
4627;1001.0;50.0;Resolución aprobatoria
4628;36.0;50.0;Resolución aprobatoria
4629;240.0;50.0;Resolución aprobatoria
4630;74.0;50.0;Resolución aprobatoria
4631;636.0;50.0;Resolución aprobatoria
4632;62.0;50.0;Resolución aprobatoria
4633;149.0;50.0;Resolución aprobatoria
4634;169.0;50.0;Resolución aprobatoria
4635;1000.0;50.0;Resolución aprobatoria
4636;76.0;50.0;Resolución aprobatoria
4637;127.0;50.0;Resolución aprobatoria
4638;163.0;50.0;Resolución aprobatoria e Inscripción
4639;437.0;50.0;Resolución aprobatoria e Inscripción
4640;981.0;50.0;Resolución concesión
4641;294.0;50.0;Resolución concesión
4642;338.0;50.0;Resolución concesión
4643;519.0;50.0;Resolución concesión
4644;1179.0;50.0;Resolución de Concesión
4645;397.0;50.0;Resolución de Concesión
4646;918.0;50.0;Resolución de Concesión
4647;1172.0;50.0;Resolución de Concesión
4648;892.0;50.0;Resolución de Concesión
4649;1250.0;50.0;Resolución de Concesión
4650;334.0;50.0;Resolución de Concesión
4651;654.0;50.0;Resolución de la denuncia
4652;916.0;50.0;Resolución seleccionado premio
4653;247.0;50.0;Resolucion de Concesión (Correcccion de Errores)
4654;1107.0;50.0;Resoluci¿n Estimatoria Abono P¿rdida Parcial 
4655;912.0;50.0;Resolución aprobatoria Condicionada
4656;888.0;50.0;Resolución de Concesión  (Anticipo)
4657;225.0;50.0;Resolución de Renovación - Transporte Colectivo
4658;194.0;50.0;Resolución prórroga del certificado de denominación no coincidente
4659;1105.0;50.0;Resolución Estimatoria Mod. Concesión
4660;373.0;50.0;Resolución Estimatoria Abono Pérdida Parcial
4661;416.0;50.0;Resolución Estimatoria Abono Pérdida Parcial 
4662;416.0;50.0;Resolución Estimatoria de Abono
4663;144.0;50.0;RES de estimación por ATENDER Y CUMPLIR el emplazamiento. Trimestre 3 (prórroga)
4664;368.0;51.0;Resolucion Desestimatoria
4665;604.0;51.0;Resolucion Desfavorable
4666;824.0;51.0;Resolucion Desfavorable
4667;1070.0;51.0;Resolucion desestimatoria por incumplimiento de requisitos
4668;1257.0;51.0;Resolución Denegatoria
4669;635.0;51.0;Resolución Denegatoria
4670;321.0;51.0;Resolución Denegatoria
4671;552.0;51.0;Resolución Denegatoria
4672;1041.0;51.0;Resolución Denegatoria
4673;1044.0;51.0;Resolución Denegatoria
4674;1195.0;51.0;Resolución Denegatoria
4675;210.0;51.0;Resolución Denegatoria Incumplimiento de Requisitos
4676;446.0;51.0;Resolución Denegatoria Incumplimiento de Requisitos
4677;596.0;51.0;Resolución Denegatoria por Incumplimiento de Requisitos
4678;326.0;51.0;Resolución Denegatoria por incumplimiento de requisitos
4679;185.0;51.0;Resolución Desestimatoria
4680;370.0;51.0;Resolución Desestimatoria
4681;489.0;51.0;Resolución Desestimatoria
4682;490.0;51.0;Resolución Desestimatoria
4683;132.0;51.0;Resolución Desestimatoria
4684;976.0;51.0;Resolución Desestimatoria por Incumplimiento de Requisitos
4685;808.0;51.0;Resolución Desfavorable
4686;53.0;51.0;Resolución Desfavorable
4687;395.0;51.0;Resolución Desfavorable
4688;647.0;51.0;Resolución Desfavorable
4689;547.0;51.0;Resolución Desfavorable
4690;1172.0;51.0;Resolución de Denegación
4691;969.0;51.0;Resolución de Denegación
4692;861.0;51.0;Resolución de Pérdida de Eficacia De la Declaración Responsable (Desfavorable)
4693;1109.0;51.0;Resolución de Pérdida de Eficacia De la Declaración Responsable (Desfavorable)
4694;1025.0;51.0;Resolución de pérdida de eficacia de la declaración responsable (Desestimatoria)
4695;594.0;51.0;Resolución denegando la habilitación de Guia de CLM
4696;1066.0;51.0;Resolución denegatoria por incumplimiento requisitos
4697;63.0;51.0;Resolución denegatoria por incumplimiento requisitos
4698;84.0;51.0;Resolución denegatoria por incumplimiento requisitos
4699;614.0;51.0;Resolución desestimatoria - Incumple Requisitos
4700;845.0;51.0;Resolución desestimatoria - Incumple Requisitos
4701;290.0;51.0;Resolución desestimatoria por incumplimiento de requisitos
4702;318.0;51.0;Resolución desestimatoria por incumplimiento de requisitos
4703;512.0;51.0;Resolución desestimatoria por incumplimiento de requisitos
4704;519.0;51.0;Resolución desestimatoria por incumplimiento de requisitos
4705;39.0;51.0;Resolución desfavorable
4706;1049.0;51.0;Resolucion Desfavorable modificación
4707;1072.0;51.0;Resolucion desestimatoria falta de presupuesto
4708;1073.0;51.0;Resolucion desestimatoria falta de presupuesto
4709;59.0;51.0;Resolución Denegatoria Falta de Presupuesto
4710;213.0;51.0;Resolución Denegatoria por Falta de Presupuesto
4711;357.0;51.0;Resolución Denegatoria por Falta de Presupuesto
4712;170.0;51.0;Resolución Desestimatoria - Fuera de Plazo
4713;171.0;51.0;Resolución Desestimatoria - Fuera de Plazo
4714;272.0;51.0;Resolución Desestimatoria Falta de Presupuesto
4715;890.0;51.0;Resolución Desestimatoria Falta de Presupuesto
4716;1027.0;51.0;Resolución Desestimatoria. Falta de crédito
4717;449.0;51.0;Resolución Desestimiento. - Incumplimiento de Requisitos
4718;1050.0;51.0;Resolución Desfavorable de modificación
4719;1108.0;51.0;Resolución Desfavorable por Falta de Presupuesto
4720;353.0;51.0;Resolución denegatoria por falta de presupuesto
4721;987.0;51.0;Resolución denegatoria por falta de presupuesto
4722;149.0;51.0;Resolución denegatoria por falta de presupuesto
4723;289.0;51.0;Resolución denegatoria por falta de presupuesto
4724;432.0;51.0;Resolución denegatoria por falta de presupuesto
4725;559.0;51.0;Resolución denegatoria por falta de presupuesto
4726;1201.0;51.0;Resolución denegatoria por falta de presupuesto
4727;844.0;51.0;Resolución desestimatoria - Insuficiencia Credito
4728;411.0;51.0;Resolución desestimatoria falta de presupuesto
4729;217.0;51.0;Resolución no seleccionado premio
4730;316.0;51.0;Resolución no seleccionado premio
4731;513.0;51.0;Resolución no seleccionado premio
4732;909.0;51.0;Resolución no seleccionado premio
4733;414.0;51.0;Comunicación de Resolución Desestimatoria - Incumplimiento de Requisitos
4734;617.0;51.0;Comunicación de Resolución Desestimatoria - Incumplimiento de Requisitos
4735;520.0;51.0;Resolucion Desestimatoria Mod. Concesion
4736;170.0;51.0;Resolución Desestimatoria - Incumplimiento de Requisitos
4737;414.0;51.0;Comunicación de Resolución Desestimatoria - Falta de Presupuesto
4738;615.0;51.0;Comunicación de Resolución Desestimatoria - Falta de Presupuesto
4739;486.0;51.0;Resolucion de No-Concesion
4740;171.0;51.0;Resolución Desestimatoria - Falta Documentación (abono)
4741;372.0;51.0;Resolución Desistimiento - Falta Documentación (abono)
4742;415.0;51.0;Resolución Desestimatoria - Incumplimiento de Requisitos (abono)
4743;617.0;51.0;Resolución Desestimatoria - Incumplimiento de Requisitos (abono)
4744;414.0;51.0;Resolución de Pérdida de Subvención
4745;617.0;51.0;Resolución Pérdida Derecho Cobro - Falta Documentación 
4746;469.0;51.0;Resolución Pérdida Derecho Cobro Parcial
4747;373.0;51.0;Resolución Pérdida Derecho Cobro - No Justificación
4748;616.0;51.0;Resolución Pérdida Derecho Cobro Parcial
4749;617.0;51.0;Resolución Pérdida Derecho Cobro Parcial
4750;413.0;51.0;Resolución Pérdida Derecho Cobro - Incump. Req.
4751;282.0;52.0;Resolucion Desistimiento
4752;476.0;52.0;Resolucion Desistimiento
4753;922.0;52.0;Resolucion Desistimiento
4754;1052.0;52.0;Resolucion Desistimiento
4755;117.0;52.0;Resolución Desestimiento
4756;118.0;52.0;Resolución Desestimiento
4757;251.0;52.0;Resolución Desistimiento
4758;652.0;52.0;Resolución Desistimiento
4759;837.0;52.0;Resolución Desistimiento
4760;1016.0;52.0;Resolución Desistimiento
4761;1212.0;52.0;Resolución Desistimiento
4762;48.0;52.0;Resolución Desistimiento
4763;57.0;52.0;Resolución Desistimiento
4764;68.0;52.0;Resolución Desistimiento
4765;515.0;52.0;Resolución Desistimiento
4766;805.0;52.0;Resolución Desistimiento
4767;806.0;52.0;Resolución Desistimiento
4768;454.0;52.0;Resolución Desistimiento Requerimiento Documentación
4769;979.0;52.0;Resolución de Desistimiento
4770;1080.0;52.0;Resolución de Desistimiento
4771;1195.0;52.0;Resolución de Desistimiento
4772;270.0;52.0;Resolución de Desistimiento
4773;353.0;52.0;Resolución de Desistimiento
4774;434.0;52.0;Resolución de Desistimiento
4775;1186.0;52.0;Resolución de Desistimiento
4776;124.0;52.0;Resolución de Desistimiento
4777;188.0;52.0;Resolución de Desistimiento
4778;303.0;52.0;Resolución de Desistimiento
4779;389.0;52.0;Resolución de Desistimiento
4780;395.0;52.0;Resolución de Desistimiento
4781;445.0;52.0;Resolución de Desistimiento
4782;528.0;52.0;Resolución de Desistimiento
4783;539.0;52.0;Resolución de Desistimiento
4784;551.0;52.0;Resolución de Desistimiento
4785;642.0;52.0;Resolución de Desistimiento
4786;795.0;52.0;Resolución de Desistimiento
4787;827.0;52.0;Resolución de Desistimiento
4788;865.0;52.0;Resolución de Desistimiento
4789;892.0;52.0;Resolución de Desistimiento
4790;963.0;52.0;Resolución de Desistimiento
4791;1000.0;52.0;Resolución de Desistimiento
4792;1027.0;52.0;Resolución de desestimiento
4793;60.0;52.0;Resolución de desistimiento
4794;364.0;52.0;Resolución de desistimiento
4795;464.0;52.0;Resolución de desistimiento
4796;858.0;52.0;Resolución de desistimiento
4797;1048.0;52.0;Resolución de desistimiento
4798;8.0;52.0;Resolución desistimiento
4799;79.0;52.0;Resolución desistimiento
4800;233.0;52.0;Resolución desistimiento
4801;507.0;52.0;Resolución desistimiento
4802;508.0;52.0;Resolución desistimiento
4803;662.0;52.0;Resolución desistimiento
4804;683.0;52.0;Resolución desistimiento
4805;693.0;52.0;Resolución desistimiento
4806;703.0;52.0;Resolución desistimiento
4807;714.0;52.0;Resolución desistimiento
4808;725.0;52.0;Resolución desistimiento
4809;735.0;52.0;Resolución desistimiento
4810;753.0;52.0;Resolución desistimiento
4811;766.0;52.0;Resolución desistimiento
4812;789.0;52.0;Resolución desistimiento
4813;1202.0;52.0;Aceptacion de Desistimiento
4814;246.0;52.0;Aceptación de Desistimiento
4815;425.0;52.0;Aceptación de Desistimiento
4816;473.0;52.0;Aceptación de Desistimiento
4817;856.0;52.0;Aceptación de Desistimiento
4818;225.0;52.0;Resolucion Desistimiento - Transporte colectivo
4819;604.0;52.0;Resolucion Desistimiento Tácito
4820;1012.0;52.0;Resolución Desistimiento - Falta Documentación (Abono)
4821;1152.0;52.0;Resolución de Aceptación de Desistimiento
4822;241.0;52.0;Resolución de aceptación de desistimiento
4823;433.0;52.0;Resolución de aceptación de desistimiento
4824;1151.0;52.0;Resolución de desistimiento por Duplicidad
4825;947.0;52.0;Resolucion Aceptación Renuncia
4826;1181.0;52.0;Resolución Aceptación Renuncia
4827;914.0;52.0;Resolución Pérdida Derecho Cobro Total - Incump. Req.
4828;994.0;52.0;Resolución Aceptación de Renuncia Abono
